"","sort.plate","cell.name","num.genes","num.mouse.reads","num.rRNA.reads","__alignment_not_unique","__ambiguous","__no_feature","__not_aligned","__too_low_aQual","ercc.sum","sort.plate_color","frac.rRNA","htseq.sum","frac.mRNA","dissection","dissection_color","subtype","subtype_color"
"53","p1","fv1_NS_p1c9r8_M06",4973,644167,76245,115558,4492,421071,299331,19,10912,"#9E0142",0.118362163848816,639945678,0.000886545939564054,"SV","#00BFC4","Mesenchymal.2","#7570B3"
"54","p10","fv1_NS_p10c10r3_K10",4660,336761,47813,63038,2030,175952,113695,1,6437,"#5E4FA2",0.14197902963823,639945678,0.000451277557413032,"CV","#F8766D","Endocardial","#1B9E77"
"55","p10","fv1_NS_p10c10r6_N12",4918,327528,46173,71740,2539,319099,143870,7,6140,"#5E4FA2",0.140974206785374,639945678,0.000439425387930625,"CV","#F8766D","Venous.Valve.2","#E6AB02"
"56","p10","fv1_NS_p10c11r2_P09",5110,573999,81439,112305,3580,394815,194483,5,8713,"#5E4FA2",0.141880038118533,639945678,0.000768990114552115,"CV","#F8766D","Mesenchymal.2","#7570B3"
"57","p10","fv1_NS_p10c12r7_J13",5079,222054,19231,49998,1692,177785,66975,2,4738,"#5E4FA2",0.086605060030443,639945678,0.00031682555796253,"CV","#F8766D","Endocardial","#1B9E77"
"58","p10","fv1_NS_p10c1r1_J08",4218,1408151,327893,250678,7338,902558,446483,14,30501,"#5E4FA2",0.232853578913057,639945678,0.00168426004420785,"CV","#F8766D","Endocardial","#1B9E77"
"59","p10","fv1_NS_p10c1r4_N10",4139,1015927,190431,181376,7208,712081,373474,4,24469,"#5E4FA2",0.187445554651072,639945678,0.00128785325217529,"CV","#F8766D","Endocardial","#1B9E77"
"60","p10","fv1_NS_p10c3r3_D10",4994,648704,91084,113735,4053,317698,198106,4,13027,"#5E4FA2",0.140409185082873,639945678,0.000870455121445568,"CV","#F8766D","Endocardial","#1B9E77"
"61","p10","fv1_NS_p10c3r7_B13",6147,253733,25259,58467,2492,187434,58732,1,2968,"#5E4FA2",0.0995495264707389,639945678,0.000356877774113973,"CV","#F8766D","Endocardial","#1B9E77"
"62","p10","fv1_NS_p10c4r1_M08",5494,555119,77792,93703,3468,302489,185647,2,6715,"#5E4FA2",0.140135718647713,639945678,0.000745232477460833,"CV","#F8766D","Endocardial","#1B9E77"
"63","p10","fv1_NS_p10c6r4_B11",5785,593296,102755,105007,2948,296648,191076,4,5845,"#5E4FA2",0.173193481837059,639945678,0.00076581838686296,"CV","#F8766D","Endocardial","#1B9E77"
"64","p10","fv1_NS_p10c7r2_L09",5308,665862,126390,128734,6083,254276,187978,0,8256,"#5E4FA2",0.18981410562549,639945678,0.000842109474868624,"CV","#F8766D","Venous.Valve.1","#66A61E"
"65","p10","fv1_NS_p10c7r5_O11",4447,213163,34029,42089,1619,132019,81099,2,4759,"#5E4FA2",0.159638398784029,639945678,0.000279825344646323,"CV","#F8766D","Endocardial","#1B9E77"
"66","p10","fv1_NS_p10c7r8_P13",5785,211548,19317,44921,1937,155101,48674,2,2910,"#5E4FA2",0.0913126099041352,639945678,0.000300285802238731,"CV","#F8766D","Mesenchymal.1","#D95F02"
"67","p10","fv1_NS_p10c8r4_D11",4673,347443,64621,60266,1992,202680,188804,2,7713,"#5E4FA2",0.185990219978529,639945678,0.000441701751711321,"CV","#F8766D","Endocardial","#1B9E77"
"68","p10","fv1_NS_p10c8r6_L12",4621,463114,59111,82097,3467,264238,154965,2,9372,"#5E4FA2",0.127638119339947,639945678,0.000630842506834317,"CV","#F8766D","Endocardial","#1B9E77"
"69","p2","fv1_NS_p2c10r1_I07",3675,179053,38146,59080,1717,102203,150791,1,11698,"#D53E4F",0.213043065461065,639945678,0.000220120264394441,"SV","#00BFC4","SVv","#E7298A"
"70","p2","fv1_NS_p2c10r2_E08",4095,458877,38169,85166,2532,419463,216088,12,13008,"#D53E4F",0.083179152583372,639945678,0.000656927642691763,"SV","#00BFC4","SVv","#E7298A"
"71","p2","fv1_NS_p2c10r3_A09",5890,482174,40969,96311,4259,402180,173257,14,5280,"#D53E4F",0.0849672524856172,639945678,0.000688916575290466,"SV","#00BFC4","SVv","#E7298A"
"72","p2","fv1_NS_p2c10r4_L09",7809,800622,87139,147934,6678,401576,192697,18,5385,"#D53E4F",0.108839127578308,639945678,0.00111350936205501,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"73","p2","fv1_NS_p2c10r5_H10",4818,303820,29769,63426,2088,304828,140244,13,5522,"#D53E4F",0.0979823579751168,639945678,0.000428034129275501,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"74","p2","fv1_NS_p2c10r6_D11",4598,259511,25307,52829,2243,160488,119407,3,4806,"#D53E4F",0.0975180242841344,639945678,0.000365823716950819,"SV","#00BFC4","SVv","#E7298A"
"75","p2","fv1_NS_p2c10r8_L12",4430,566637,58869,101936,4130,514919,279629,16,15615,"#D53E4F",0.103891909635269,639945678,0.000792733581500449,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"76","p2","fv1_NS_p2c11r4_M09",6426,734784,54300,133383,6152,572020,253968,22,8044,"#D53E4F",0.0738992683564149,639945678,0.00106211363810549,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"77","p2","fv1_NS_p2c11r5_I10",4094,415220,40473,77571,2787,482485,205726,16,13741,"#D53E4F",0.0974736284379365,639945678,0.00058519962718262,"SV","#00BFC4","SVv","#E7298A"
"78","p2","fv1_NS_p2c11r6_E11",4067,269263,21481,43983,1274,183684,125481,5,6929,"#D53E4F",0.0797770209794885,639945678,0.000387025204246827,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"79","p2","fv1_NS_p2c11r7_A12",4686,160723,14634,34602,783,163316,81412,6,2489,"#D53E4F",0.091051063009028,639945678,0.000228225232116408,"SV","#00BFC4","SVv","#E7298A"
"80","p2","fv1_NS_p2c12r6_F11",4093,205170,17305,40312,1581,192740,125585,7,4222,"#D53E4F",0.0843446897694595,639945678,0.000293467956131277,"SV","#00BFC4","SVv","#E7298A"
"81","p2","fv1_NS_p2c12r7_B12",3865,126594,9679,28153,644,126407,75832,4,2788,"#D53E4F",0.0764570200799406,639945678,0.000182658265110325,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"82","p2","fv1_NS_p2c1r1_P06",4811,251962,30223,48168,2046,129802,78329,5,5151,"#D53E4F",0.119950627475572,639945678,0.000346357440356715,"SV","#00BFC4","SVv","#E7298A"
"83","p2","fv1_NS_p2c1r2_L07",4534,623771,60340,129336,4519,485879,294655,21,14463,"#D53E4F",0.0967342181666028,639945678,0.000879558461343355,"SV","#00BFC4","SVv","#E7298A"
"84","p2","fv1_NS_p2c1r8_C12",5230,719541,82533,129170,5384,401341,258051,19,11843,"#D53E4F",0.114702289376144,639945678,0.000994273149114266,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"85","p2","fv1_NS_p2c2r2_M07",4371,593319,87379,126850,4352,461745,254013,12,12454,"#D53E4F",0.147271535211244,639945678,0.000789850681331195,"SV","#00BFC4","Mesenchymal.2","#7570B3"
"86","p2","fv1_NS_p2c2r4_D09",4925,741186,60193,130397,4720,755308,305234,31,18070,"#D53E4F",0.0812117336269169,639945678,0.00106288084243156,"SV","#00BFC4","Endocardial","#1B9E77"
"87","p2","fv1_NS_p2c2r5_P09",4544,760111,83018,137291,5465,495008,285139,30,16024,"#D53E4F",0.109218258912185,639945678,0.00105676595717841,"SV","#00BFC4","SVv","#E7298A"
"88","p2","fv1_NS_p2c2r6_L10",4611,589883,63952,126734,4334,433077,273465,15,11767,"#D53E4F",0.108414719529127,639945678,0.000821065012701183,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"89","p2","fv1_NS_p2c2r7_H11",3727,368989,57023,82426,2845,310074,218851,9,10802,"#D53E4F",0.154538482176975,639945678,0.000487199112175207,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"90","p2","fv1_NS_p2c3r2_N07",5260,713758,68407,137947,4784,462141,271986,21,15228,"#D53E4F",0.0958406070404815,639945678,0.00100729908058295,"SV","#00BFC4","Mesenchymal.2","#7570B3"
"91","p2","fv1_NS_p2c3r4_E09",5128,817824,104798,153750,6619,461165,278124,22,24873,"#D53E4F",0.128142485424737,639945678,0.00111273242121468,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"92","p2","fv1_NS_p2c3r5_A10",4448,534449,64518,112063,3933,386246,240320,13,12879,"#D53E4F",0.120718721524411,639945678,0.00073370200079903,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"93","p2","fv1_NS_p2c3r6_M10",4616,649820,75693,114148,3892,482875,242803,19,15709,"#D53E4F",0.116483026068758,639945678,0.000896217539946953,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"94","p2","fv1_NS_p2c3r7_I11",3760,434395,48433,82747,2206,317658,234695,12,14969,"#D53E4F",0.111495298058219,639945678,0.000602693610485483,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"95","p2","fv1_NS_p2c3r8_E12",5994,638173,56207,120066,4925,385208,234417,16,6589,"#D53E4F",0.0880748637125043,639945678,0.000908483741967836,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"96","p2","fv1_NS_p2c4r3_K08",5015,587090,69459,118171,4025,411177,230081,8,12640,"#D53E4F",0.11831065083718,639945678,0.000808109766357146,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"97","p2","fv1_NS_p2c4r5_B10",4702,575404,70614,116004,4366,360306,246988,15,11651,"#D53E4F",0.122720731868392,639945678,0.000788078382248703,"SV","#00BFC4","SVv","#E7298A"
"98","p2","fv1_NS_p2c5r1_D07",6401,741113,91144,130403,5488,418270,238962,17,9726,"#D53E4F",0.122982595096834,639945678,0.00101447250414821,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"99","p2","fv1_NS_p2c5r2_P07",4390,401318,45216,77316,2713,335505,185949,14,9659,"#D53E4F",0.112668756447505,639945678,0.0005560994755337,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"100","p2","fv1_NS_p2c5r4_G09",3991,206760,19929,44437,1615,153726,89020,6,4563,"#D53E4F",0.0963871154962275,639945678,0.000291851842138979,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"101","p2","fv1_NS_p2c5r5_C10",3907,206735,25384,48136,1201,203283,100363,10,6092,"#D53E4F",0.122785208116671,639945678,0.000283290776555423,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"102","p2","fv1_NS_p2c5r6_O10",3592,173012,19760,35604,1282,136171,95197,1,4592,"#D53E4F",0.114211730978198,639945678,0.000239410132874984,"SV","#00BFC4","SVv","#E7298A"
"103","p2","fv1_NS_p2c5r8_G12",5123,368841,36972,73393,2767,230938,141692,11,5172,"#D53E4F",0.10023831407029,639945678,0.000518286419525449,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"104","p2","fv1_NS_p2c6r2_A08",4255,634278,45988,113780,3510,544245,275717,22,17302,"#D53E4F",0.0725044854149127,639945678,0.000918346110060919,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"105","p2","fv1_NS_p2c6r6_P10",3527,412072,107642,142308,3233,343402,255627,13,17359,"#D53E4F",0.261221339960007,639945678,0.000475393243306144,"SV","#00BFC4","Endocardial","#1B9E77"
"106","p2","fv1_NS_p2c7r1_F07",3686,1542173,336141,333270,11089,505395,362968,30,51550,"#D53E4F",0.217965818361494,639945678,0.00187990324229514,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"107","p2","fv1_NS_p2c7r4_I09",5550,816362,112301,153567,5977,430755,223344,19,17443,"#D53E4F",0.137562747898604,639945678,0.00109875708988638,"SV","#00BFC4","SVv","#E7298A"
"108","p2","fv1_NS_p2c7r7_M11",4711,764187,156544,142389,7574,206506,138294,12,10061,"#D53E4F",0.204850383479436,639945678,0.000948375374859145,"SV","#00BFC4","SVv","#E7298A"
"109","p2","fv1_NS_p2c8r1_G07",3647,564410,73781,124192,3742,481498,312587,14,21779,"#D53E4F",0.130722347229851,639945678,0.000765971258070097,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"110","p2","fv1_NS_p2c8r2_C08",5982,1110402,120838,213791,6936,541892,305131,36,10525,"#D53E4F",0.10882365125423,639945678,0.00154362119673979,"SV","#00BFC4","SVv","#E7298A"
"111","p2","fv1_NS_p2c8r3_O08",5886,861908,98142,173813,7419,541969,259159,23,10354,"#D53E4F",0.113865981055983,639945678,0.00119186113921843,"SV","#00BFC4","SVv","#E7298A"
"112","p2","fv1_NS_p2c8r5_F10",3604,559320,46695,93719,4084,469032,271946,16,17728,"#D53E4F",0.0834853035829221,639945678,0.000800322891275518,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"113","p2","fv1_NS_p2c8r6_B11",4841,681979,85249,138762,4353,447166,260433,13,12749,"#D53E4F",0.125002382771317,639945678,0.000931458575530453,"SV","#00BFC4","SVv","#E7298A"
"114","p2","fv1_NS_p2c8r8_J12",4333,543071,66318,93771,4405,394917,278853,8,11347,"#D53E4F",0.122116629317345,639945678,0.000744344931370655,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"115","p2","fv1_NS_p2c9r5_G10",3962,451933,43297,80646,2068,378928,197400,8,11288,"#D53E4F",0.0958040240478124,639945678,0.000638086073816435,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"116","p2","fv1_NS_p2c9r6_C11",4141,587731,61382,104060,2510,400361,228110,15,13234,"#D53E4F",0.104438935499404,639945678,0.00082171845836998,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"117","p2","fv1_NS_p2c9r7_O11",6527,744108,108471,158957,6040,247132,227292,19,5242,"#D53E4F",0.145773194213743,639945678,0.000992105404632571,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"118","p3","fv1_NS_p3c10r2_C14",5703,849165,120646,168571,5544,488044,259171,21,12340,"#F46D43",0.142076039403414,639945678,0.00113687708147925,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"119","p3","fv1_NS_p3c10r4_K15",5370,763423,91647,134227,5843,378664,269674,18,12168,"#F46D43",0.120047470406315,639945678,0.0010484683941403,"SV","#00BFC4","Mesenchymal.2","#7570B3"
"120","p3","fv1_NS_p3c10r5_G16",5334,705291,109613,121817,5420,404149,258648,14,10206,"#F46D43",0.155415282486236,639945678,0.000929786325821969,"SV","#00BFC4","Endocardial","#1B9E77"
"121","p3","fv1_NS_p3c11r2_D14",4475,814677,122082,138022,5181,471738,311315,29,21859,"#F46D43",0.149853254725492,639945678,0.00108085865192253,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"122","p3","fv1_NS_p3c11r4_L15",3642,499747,47487,71121,2836,543035,332821,34,33996,"#F46D43",0.0950220811730736,639945678,0.000706127293354508,"SV","#00BFC4","SVv","#E7298A"
"123","p3","fv1_NS_p3c11r5_H16",4939,742508,118305,129135,4310,472889,264145,16,15066,"#F46D43",0.159331616629046,639945678,0.00097424665483048,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"124","p3","fv1_NS_p3c12r1_I13",4632,756878,96325,126209,4132,525764,336290,25,15052,"#F46D43",0.127266217276761,639945678,0.00103095808785703,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"125","p3","fv1_NS_p3c12r2_E14",5626,989992,139193,187164,8697,579948,352153,21,16615,"#F46D43",0.140600126061625,639945678,0.0013273983413602,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"126","p3","fv1_NS_p3c12r3_A15",6360,1001261,160203,183334,7629,583129,311383,28,10449,"#F46D43",0.160001238438329,639945678,0.00131219019508366,"SV","#00BFC4","SVv","#E7298A"
"127","p3","fv1_NS_p3c12r6_E17",4646,714934,75620,124038,4592,415499,301470,16,20942,"#F46D43",0.105772001331591,639945678,0.000997865469996029,"SV","#00BFC4","SVv","#E7298A"
"128","p3","fv1_NS_p3c1r2_J13",4190,393285,62058,69430,1761,292027,218464,6,9577,"#F46D43",0.157793966207712,639945678,0.000517260490669691,"SV","#00BFC4","SVv","#E7298A"
"129","p3","fv1_NS_p3c1r3_F14",5409,684775,94957,135241,4827,594863,305704,23,12299,"#F46D43",0.138668905844986,639945678,0.000920666000136072,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"130","p3","fv1_NS_p3c1r4_B15",4340,333210,46411,62700,2173,298615,213352,14,8896,"#F46D43",0.139284535278053,639945678,0.000447922023762981,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"131","p3","fv1_NS_p3c1r7_F17",3885,191967,26837,37037,1594,133962,125359,4,4136,"#F46D43",0.139800069803664,639945678,0.000257958478732667,"SV","#00BFC4","SVv","#E7298A"
"132","p3","fv1_NS_p3c1r8_A18",5586,355803,48784,64595,2933,178561,159616,10,3902,"#F46D43",0.137109580301459,639945678,0.000479488394368177,"SV","#00BFC4","Endocardial","#1B9E77"
"133","p3","fv1_NS_p3c2r2_K13",4106,540319,86262,84608,3188,389774,208940,13,14006,"#F46D43",0.159650132606849,639945678,0.000708910223065184,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"134","p3","fv1_NS_p3c2r3_G14",6082,554306,104473,102001,4131,370618,171087,13,6321,"#F46D43",0.18847531868679,639945678,0.000702308465175827,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"135","p3","fv1_NS_p3c2r5_O15",4009,553438,86857,109845,2988,492565,299191,14,13329,"#F46D43",0.156940795536266,639945678,0.000728449546362864,"SV","#00BFC4","SVv","#E7298A"
"136","p3","fv1_NS_p3c2r6_K16",6332,669463,83091,132447,4409,389835,226674,18,5490,"#F46D43",0.124115895874753,639945678,0.000915318632627726,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"137","p3","fv1_NS_p3c2r8_B18",4009,287013,38226,53508,1958,257234,190662,13,7416,"#F46D43",0.133185604833231,639945678,0.000388583903569772,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"138","p3","fv1_NS_p3c3r1_P12",5539,611658,81750,102619,4838,368434,209868,27,9448,"#F46D43",0.133653119880718,639945678,0.000827248638605615,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"139","p3","fv1_NS_p3c3r5_P15",4488,340064,28380,85001,2997,433703,246078,11,7370,"#F46D43",0.0834548790815846,639945678,0.000486783309329164,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"140","p3","fv1_NS_p3c3r6_L16",5267,601906,71694,93773,5200,284442,246563,18,7512,"#F46D43",0.119111622080524,639945678,0.000827738321513616,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"141","p3","fv1_NS_p3c4r1_A13",5760,609880,92479,120136,5703,313029,192336,13,7759,"#F46D43",0.151634747819243,639945678,0.000807728114096795,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"142","p3","fv1_NS_p3c4r2_M13",5032,406202,52930,66820,2437,203051,184865,11,5954,"#F46D43",0.130304626762054,639945678,0.000551679047624543,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"143","p3","fv1_NS_p3c4r3_I14",6884,1008076,160495,183856,6980,823774,361500,34,10801,"#F46D43",0.159209226288494,639945678,0.00132235237251144,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"144","p3","fv1_NS_p3c5r1_B13",4531,626781,88239,96824,4685,306999,242808,15,12991,"#F46D43",0.14078122980754,639945678,0.000840702828951212,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"145","p3","fv1_NS_p3c5r2_N13",5552,834456,131410,140654,5790,421469,249800,24,12196,"#F46D43",0.157479843155301,639945678,0.00109715108481401,"SV","#00BFC4","Mesenchymal.2","#7570B3"
"146","p3","fv1_NS_p3c5r4_F15",4062,504229,63732,78738,2361,303994,234280,5,13768,"#F46D43",0.126394951500211,639945678,0.000687778272514872,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"147","p3","fv1_NS_p3c5r6_N16",5968,720878,95316,130023,5339,357537,239525,14,7398,"#F46D43",0.132222095833137,639945678,0.00097641241085944,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"148","p3","fv1_NS_p3c5r8_E18",4521,503585,67948,85856,2913,291099,176918,13,9258,"#F46D43",0.134928562208962,639945678,0.0006801954938781,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"149","p3","fv1_NS_p3c6r1_C13",4409,699139,110990,130648,3747,493648,313415,19,14915,"#F46D43",0.158752408319376,639945678,0.000918036471816208,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"150","p3","fv1_NS_p3c6r3_K14",5783,917117,136101,180153,6381,498896,257963,19,11636,"#F46D43",0.148400912860627,639945678,0.00121867242976337,"SV","#00BFC4","Mesenchymal.2","#7570B3"
"151","p3","fv1_NS_p3c6r5_C16",4606,254669,35273,47324,1809,180701,130817,6,5577,"#F46D43",0.138505275475225,639945678,0.000342695985424801,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"152","p3","fv1_NS_p3c6r8_F18",5276,1008522,137079,147535,5575,603682,315599,29,14509,"#F46D43",0.135920683931535,639945678,0.00135957182895807,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"153","p3","fv1_NS_p3c7r1_D13",5180,530944,72670,96123,3707,300143,152268,12,10473,"#F46D43",0.136869425024108,639945678,0.000715508561495715,"SV","#00BFC4","Endocardial","#1B9E77"
"154","p3","fv1_NS_p3c7r4_H15",6212,637906,83432,109638,5098,381281,199388,11,6619,"#F46D43",0.130790429937953,639945678,0.000865567405500922,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"155","p3","fv1_NS_p3c7r5_D16",3637,489757,71013,91396,3894,469558,211219,18,16426,"#F46D43",0.144996396171979,639945678,0.000653825877476866,"SV","#00BFC4","SVv","#E7298A"
"156","p3","fv1_NS_p3c7r8_G18",5159,1033891,137621,175605,6818,474318,328945,33,21001,"#F46D43",0.13310977656252,639945678,0.00139823588612409,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"157","p3","fv1_NS_p3c8r2_A14",4595,836898,113485,126039,3552,522395,298621,26,19313,"#F46D43",0.135601949102519,639945678,0.00112891833251139,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"158","p3","fv1_NS_p3c8r3_M14",4147,627054,88191,115551,4113,456505,216491,18,16466,"#F46D43",0.140643389564535,639945678,0.000841199011288984,"SV","#00BFC4","SVv","#E7298A"
"159","p3","fv1_NS_p3c8r4_I15",4105,763386,84449,134500,5046,484855,281597,27,22295,"#F46D43",0.110624245139418,639945678,0.0010596281740598,"SV","#00BFC4","SVv","#E7298A"
"160","p3","fv1_NS_p3c8r5_E16",4692,514031,78671,98599,3547,381709,199901,18,8894,"#F46D43",0.153047189760929,639945678,0.000679752290683289,"SV","#00BFC4","Endocardial","#1B9E77"
"161","p3","fv1_NS_p3c8r6_A17",4508,614621,79093,123654,3678,381320,257529,10,12450,"#F46D43",0.128685808002004,639945678,0.000836014333791102,"SV","#00BFC4","Mesenchymal.2","#7570B3"
"162","p3","fv1_NS_p3c8r7_M17",4294,712009,124526,133236,3958,394137,280086,18,16405,"#F46D43",0.174893856678778,639945678,0.000916976364950361,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"163","p3","fv1_NS_p3c9r1_F13",5292,515289,74948,91885,2747,334742,201347,15,8617,"#F46D43",0.145448476486011,639945678,0.000687528355757139,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"164","p3","fv1_NS_p3c9r3_N14",4786,549205,94571,96081,4033,348318,204856,14,11444,"#F46D43",0.172196174470371,639945678,0.000709804073488862,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"165","p3","fv1_NS_p3c9r8_I18",4187,386040,51451,66559,2351,196536,143654,11,12930,"#F46D43",0.133278934825407,639945678,0.000522513932216029,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"166","p4","fv1_NS_p4c10r3_M20",3779,234615,19039,39700,1698,196238,135473,11,7576,"#FDAE61",0.08114996909831,639945678,0.000336738651947166,"SV","#00BFC4","SVv","#E7298A"
"167","p4","fv1_NS_p4c10r4_I21",5584,551828,56807,106090,3146,502657,236055,16,9452,"#FDAE61",0.10294330842219,639945678,0.000772858114681085,"SV","#00BFC4","Mesenchymal.2","#7570B3"
"168","p4","fv1_NS_p4c10r6_A23",4330,353237,28382,61483,2570,262967,173662,13,5616,"#FDAE61",0.0803483213819617,639945678,0.000507344527911791,"SV","#00BFC4","SVv","#E7298A"
"169","p4","fv1_NS_p4c10r7_M23",4849,544040,61940,95859,4032,404862,252448,15,8876,"#FDAE61",0.113851922652746,639945678,0.000752694860716607,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"170","p4","fv1_NS_p4c11r3_N20",4105,396943,25129,70904,2925,333198,200981,14,6663,"#FDAE61",0.0633063185394376,639945678,0.000580642485734417,"SV","#00BFC4","SVv","#E7298A"
"171","p4","fv1_NS_p4c11r4_J21",4594,738765,45740,126455,4342,603672,319356,23,15852,"#FDAE61",0.0619141404912252,639945678,0.00108166798955511,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"172","p4","fv1_NS_p4c11r5_F22",4314,473182,25440,84633,3893,527968,265238,17,13850,"#FDAE61",0.0537636681023369,639945678,0.000699124190580491,"SV","#00BFC4","SVv","#E7298A"
"173","p4","fv1_NS_p4c11r6_B23",5371,773638,78628,139645,5363,450608,257960,22,10073,"#FDAE61",0.101634097601204,639945678,0.00108471690534551,"SV","#00BFC4","Endocardial","#1B9E77"
"174","p4","fv1_NS_p4c11r8_I24",3924,527224,49973,100381,4078,568289,310272,13,13732,"#FDAE61",0.0947851387645479,639945678,0.000745138110095245,"SV","#00BFC4","SVv","#E7298A"
"175","p4","fv1_NS_p4c12r1_G19",4367,191223,10329,36366,1228,147653,98936,7,4144,"#FDAE61",0.0540154688505044,639945678,0.00028258459821151,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"176","p4","fv1_NS_p4c12r2_C20",5071,211441,19207,41038,1715,150802,92164,7,2284,"#FDAE61",0.0908385790835268,639945678,0.000300290832406902,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"177","p4","fv1_NS_p4c1r1_M18",7026,924980,86231,150153,6628,444385,269044,18,6232,"#FDAE61",0.0932247183722891,639945678,0.00130875213802761,"SV","#00BFC4","SVv","#E7298A"
"178","p4","fv1_NS_p4c1r2_H19",5686,728700,86065,136845,4801,545376,311691,18,10335,"#FDAE61",0.118107588856868,639945678,0.00100304406669993,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"179","p4","fv1_NS_p4c1r5_L21",4536,318152,29241,72015,2059,474229,225766,18,5616,"#FDAE61",0.0919088988910961,639945678,0.000451233463981349,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"180","p4","fv1_NS_p4c1r7_D23",5020,793020,77586,120969,4153,539753,280979,16,11398,"#FDAE61",0.0978361201482939,639945678,0.00111655699229107,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"181","p4","fv1_NS_p4c2r2_I19",5182,962638,113553,175492,6240,671804,339293,27,15452,"#FDAE61",0.117960230117656,639945678,0.00132478313707973,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"182","p4","fv1_NS_p4c2r6_I22",4477,646693,62077,118465,4175,613248,326754,21,11767,"#FDAE61",0.0959914518944847,639945678,0.000912601035992666,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"183","p4","fv1_NS_p4c2r7_E23",3802,513257,45286,97613,3333,527055,304337,10,15202,"#FDAE61",0.0882326008218105,639945678,0.0007306633835239,"SV","#00BFC4","SVv","#E7298A"
"184","p4","fv1_NS_p4c3r1_O18",4092,375948,28761,82130,2479,309578,231846,8,8353,"#FDAE61",0.0765026014236011,639945678,0.000542200133347159,"SV","#00BFC4","Mesenchymal.1","#D95F02"
